time,seconds_elapsed,z,y,x
1764585664346288000,0.1072880859375,0.6508816480636597,0.8023446798324585,-0.7090669274330139
1764585664356242200,0.1172421875,0.7172635793685913,0.9641580581665039,-0.8087027072906494
1764585664366196200,0.1271962890625,0.7191219329833984,1.0667816400527954,-0.9013404846191406
1764585664376150000,0.13714990234375,0.6650789380073547,1.124781847000122,-1.0136300325393677
1764585664386104000,0.14710400390625,0.5701196789741516,1.14151930809021,-1.1582907438278198
1764585664396058400,0.157058349609375,0.4537552297115326,1.111413598060608,-1.314199447631836
1764585664406013200,0.16701318359375,0.32206058502197266,1.035959005355835,-1.488242268562317
1764585664415967200,0.17696728515625,0.17914950847625732,0.9617542624473572,-1.635708212852478
1764585664425921300,0.18692138671875,0.045351237058639526,0.8682395219802856,-1.7816039323806763
1764585664435875000,0.196875,-0.09879182279109955,0.774379312992096,-1.9579232931137085
1764585664445829000,0.2068291015625,-0.20468683540821075,0.7090504169464111,-2.077922821044922
1764585664455783200,0.216783203125,-0.23959980905056,0.6435904502868652,-2.116809844970703
1764585664465737200,0.2267373046875,-0.2153157740831375,0.602068305015564,-2.064094066619873
1764585664475691300,0.236691162109375,-0.1630759984254837,0.5693002343177795,-1.9328906536102295
1764585664485645300,0.246645263671875,-0.11488823592662811,0.5391069054603577,-1.7914578914642334
1764585664495600000,0.25660009765625,-0.10707372426986694,0.49462783336639404,-1.6203681230545044
1764585664505554200,0.26655419921875,-0.143888458609581,0.49046850204467773,-1.310247540473938
1764585664515508200,0.27650830078125,-0.18086113035678864,0.4467431306838989,-0.9918131232261658
1764585664525462300,0.286462158203125,-0.19655007123947144,0.37475043535232544,-0.7302262187004089
1764585664535416000,0.296416015625,-0.17925576865673065,0.2609224021434784,-0.5697345733642578
1764585664545370000,0.3063701171875,-0.1456512063741684,0.12814146280288696,-0.4945298433303833
1764585664555324400,0.316324462890625,-0.11873623728752136,0.007218764163553715,-0.4863336980342865
1764585664565278200,0.3262783203125,-0.1095571219921112,-0.07299937307834625,-0.5336580872535706
1764585664575233300,0.3362333984375,-0.1177026629447937,-0.15170297026634216,-0.5905730128288269
1764585664585187000,0.34618701171875,-0.2507653832435608,-0.5241755843162537,-0.9792797565460205
1764585664595141000,0.35614111328125,-0.6319862604141235,-0.4840068817138672,-0.9217634797096252
1764585664605095200,0.36609521484375,-0.7437532544136047,-0.5880030393600464,-0.7964596152305603
1764585664615049200,0.37604931640625,-0.6568042039871216,-0.7128166556358337,-0.7433817386627197
1764585664625003000,0.3860029296875,-0.45077675580978394,-0.8103072643280029,-0.7048556208610535
1764585664634957300,0.395957275390625,-0.23060764372348785,-0.8134955763816833,-0.6633177995681763
1764585664644911400,0.405911376953125,-0.01824185438454151,-0.677918553352356,-0.5347734093666077
1764585664654866200,0.4158662109375,0.17847439646720886,-0.3881288170814514,-0.34221965074539185
1764585664664820200,0.4258203125,0.3488360047340393,0.05806703120470047,-0.15483298897743225
1764585664674774300,0.435774169921875,0.48443084955215454,0.5496585965156555,0.033353161066770554
1764585664684728000,0.44572802734375,0.596697986125946,1.0521388053894043,0.2683126926422119
1764585664694682000,0.45568212890625,0.6621153950691223,1.4889789819717407,0.5252629518508911
1764585664704636400,0.465636474609375,0.7014747858047485,1.8239567279815674,0.780424952507019
1764585664714590200,0.475590087890625,0.7204609513282776,1.9789097309112549,1.0127935409545898
1764585664724544300,0.485544189453125,0.7185229659080505,2.0656425952911377,1.1994531154632568
1764585664734499300,0.495499267578125,0.7148717641830444,2.1881604194641113,1.32913339138031
1764585664744453000,0.505453125,0.7172766327857971,2.166778564453125,1.3065720796585083
1764585664754407200,0.5154072265625,0.7025086283683777,1.9134551286697388,1.1633154153823853
1764585664764361200,0.525361328125,0.6753717660903931,1.7047868967056274,0.9431076049804688
1764585664774315000,0.53531494140625,0.6564527153968811,1.4072315692901611,0.698985755443573
1764585664784268800,0.545268798828125,0.5205925703048706,0.5780678987503052,0.172596275806427
1764585664794222800,0.555222900390625,0.31559205055236816,0.12531477212905884,-0.2137889862060547
1764585664804177000,0.565177001953125,0.14925366640090942,-0.21706973016262054,-0.43386009335517883
1764585664814132000,0.575132080078125,0.002403769176453352,-0.4685581624507904,-0.48599785566329956
1764585664824086000,0.5850859375,-0.12362340092658997,-0.6088220477104187,-0.40388622879981995
1764585664834039800,0.595039794921875,-0.19445523619651794,-0.6601571440696716,-0.2620134949684143
1764585664843993900,0.604993896484375,-0.2683238685131073,-0.5921728014945984,-0.04614672064781189
1764585664853948000,0.614947998046875,-0.25552257895469666,-0.3596585690975189,0.2285199910402298
1764585664863902000,0.62490185546875,-0.141121968626976,-0.04531501606106758,0.46230584383010864
1764585664873855700,0.634855712890625,0.0311664417386055,0.21210266649723053,0.5889817476272583
1764585664883810000,0.64481005859375,0.11561181396245956,0.5254291892051697,0.719453752040863
1764585664893764900,0.654764892578125,0.26639947295188904,0.7694500684738159,0.7682585716247559
1764585664903719000,0.664718994140625,0.3863162696361542,0.8268837928771973,0.7522351145744324
1764585664913673000,0.6746728515625,0.4442536234855652,0.6742125153541565,0.7116706967353821
1764585664923627000,0.684626953125,0.45100873708724976,0.47788748145103455,0.674174964427948
1764585664933580800,0.694580810546875,0.40902185440063477,0.339364230632782,0.6569648385047913
1764585664943534800,0.704534912109375,0.3250441253185272,0.2580299377441406,0.6788988709449768
1764585664953489000,0.714489013671875,0.2706935405731201,0.19870483875274658,0.6536851525306702
1764585664963443000,0.72444287109375,0.2917468845844269,0.1899462342262268,0.6060733795166016
